,frame,car,x1,y1,w,h,6,7,8,9,x_c,y_c,speed
41,6,4,1207.0437748275526,311.55419227932816,80.9975587855157,46.74452083200509,0.5608569979667664,-1,-1,-1,1247,334,0.0
42,6,5,294.9489765550619,123.1467557856174,43.41553437967144,38.63591161775166,0.5165331363677979,-1,-1,-1,316,142,63.818645937803836
43,6,6,297.4376125485269,91.9985377688049,35.17552419710582,27.447112723696527,0.5201661586761475,-1,-1,-1,315,105,73.40087212064675
44,6,9,1105.1119660807883,241.8993536847419,70.10784723948638,42.30120299435536,0.4215453863143921,-1,-1,-1,1140,263,20.74640717172459
45,6,10,465.39826308071326,121.2027317856996,39.94044939290891,29.03459179185059,0.4337094128131866,-1,-1,-1,485,135,0.0
46,7,1,277.3095786740475,342.0481852813549,84.25778347984041,84.15359181967005,0.810707151889801,-1,-1,-1,319,384,24.207058990534286
47,7,2,269.7602795916194,231.7569730306988,64.10319104805295,55.39519476715464,0.6348384618759155,-1,-1,-1,301,259,31.11878695948655
48,7,3,717.7347153058558,197.0229244117694,95.89645485705358,44.86275002649683,0.7186616063117981,-1,-1,-1,765,219,0.0
49,7,4,1212.0715581587508,311.2293907152119,79.11891021412492,46.29389202164921,0.4807682037353515,-1,-1,-1,1251,334,0.0
50,7,5,294.7194656330442,123.87243505025296,43.79085460663055,39.090311150553966,0.5202249884605408,-1,-1,-1,316,143,54.5212863216955
51,7,6,297.59117202875905,92.39284796013048,35.074415231636245,27.41433961297104,0.5248045325279236,-1,-1,-1,315,106,62.03810606030774
52,7,9,1105.1804452534254,241.9040340784396,70.00202824038307,42.24902325793375,0.418144553899765,-1,-1,-1,1140,263,0.0
53,7,7,1083.2424512341358,118.40145051575055,75.71807450152154,33.95618174081003,0.4141886830329895,-1,-1,-1,1121,135,0.0
54,8,1,277.04841878555555,343.35689792483817,85.61715439624147,85.44051549872513,0.8509194254875183,-1,-1,-1,319,386,23.174555395392815
55,8,2,269.74941990805667,233.7005595730396,64.17018178367756,55.39259064039237,0.6086306571960449,-1,-1,-1,301,261,29.26369048765593
56,8,3,717.7368012786326,197.01507496793272,95.91284966272632,44.87865680746118,0.7166621088981628,-1,-1,-1,765,219,0.0
57,8,5,294.4870457185468,124.05195540449154,44.20876561226989,39.608860507183415,0.550191342830658,-1,-1,-1,316,143,47.28264964719783
58,8,6,297.8240482375288,92.72918054757336,34.741607249863584,27.13436193356036,0.5160355567932129,-1,-1,-1,315,106,61.118911220569984
59,8,9,1105.2096682302256,241.92578233765656,69.94643005017089,42.22623684667384,0.4210074841976166,-1,-1,-1,1140,263,0.0
60,8,7,1083.292249674076,118.39861533662466,75.62986085241361,33.99162189353154,0.4399592578411102,-1,-1,-1,1121,135,0.0
61,9,1,277.5084582294178,346.97844147681525,85.53768180412109,85.33357725518651,0.8552968502044678,-1,-1,-1,320,389,21.850831756874438
62,9,2,272.3980726606879,235.71438234728856,63.55559074317679,54.81875169993533,0.623319149017334,-1,-1,-1,304,263,26.98223501538168
63,9,3,717.7020306114216,197.0784829712769,95.8259843964548,44.84496634950038,0.7135758996009827,-1,-1,-1,765,219,0.0
64,9,5,294.7452162981361,124.5784292538984,43.848338376900976,39.27748507431085,0.5024513006210327,-1,-1,-1,316,144,47.23571040742942
65,9,6,298.1141512100238,92.86641936689142,35.22630721210298,27.427365445369222,0.5118979811668396,-1,-1,-1,315,106,60.47547483275355
66,9,7,1083.6825727630792,118.72522278378965,74.79785909911716,33.678337684477015,0.4705885648727417,-1,-1,-1,1121,135,29.160035271659034
67,9,10,461.9795676599575,119.53788992899256,39.24948325951189,28.515279711617318,0.4337094128131866,-1,-1,-1,481,133,0.0
68,10,1,277.50164719090185,348.53211834979766,86.5526077414362,86.48009498713047,0.800625741481781,-1,-1,-1,320,391,20.771586652506898
69,10,2,273.1767581278945,236.45675913361245,63.85097926237915,55.06309076517498,0.6281842589378357,-1,-1,-1,305,263,25.538136680775246
70,10,3,717.7363168997132,197.11688923821416,95.67540758515652,44.784458176150416,0.7150901556015015,-1,-1,-1,765,219,0.0
71,10,5,296.95075183467753,125.54978247406086,42.74055714718057,38.23190817210753,0.4853852093219757,-1,-1,-1,318,144,48.29387495533217
72,10,6,298.1767306262508,93.13298243748328,35.25973119021948,27.419682693243693,0.5473034977912903,-1,-1,-1,315,106,61.63589499621979
73,10,7,1084.0092928765996,118.97002463997988,74.04614633437359,33.37173395933915,0.4978676438331604,-1,-1,-1,1121,135,20.41202469016132
74,10,10,461.78983413913,118.19394558188496,38.28173897580217,27.829277832542545,0.4303943216800689,-1,-1,-1,480,132,0.0
75,11,1,277.3568045355402,350.8857187637287,87.76792714394162,87.8784877620423,0.8366870880126953,-1,-1,-1,321,394,19.932021001817382
76,11,2,273.29740648530725,238.31077211859449,64.59851034084441,55.76433583924272,0.5848830938339233,-1,-1,-1,305,266,23.087209691501663
77,11,3,717.5906324834333,197.03313395132133,96.03905440648876,44.99237607033526,0.7307960987091064,-1,-1,-1,765,219,0.0
78,11,5,295.72748625506927,125.64758044802748,43.193442925445645,38.73692204883947,0.4657841026782989,-1,-1,-1,317,145,48.239999114208636
79,11,6,298.31863670644424,93.15855735088626,35.520332430225025,27.60274823769431,0.5181944370269775,-1,-1,-1,316,106,62.779345854895496
80,11,7,1084.5322273154682,119.1518704311102,73.35339252405358,33.08077633995319,0.443650484085083,-1,-1,-1,1121,135,191.0612237357774
81,11,10,461.1973128600709,117.35728499134402,38.84807984724325,28.24548152725089,0.4202897250652313,-1,-1,-1,480,131,0.0
82,11,9,1102.9181557027416,240.39537672823835,73.82560232549713,44.62407998875136,0.4210074841976166,-1,-1,-1,1139,262,0.0
83,12,1,278.0430872994758,352.6938377740055,87.1403876009989,87.34417229545778,0.7949793934822083,-1,-1,-1,321,396,18.753204726584784
84,12,2,273.3290991854924,239.3469816781816,64.87385928620509,55.87718601844631,0.6215282678604126,-1,-1,-1,305,267,21.32861604255423
85,12,3,717.5305421547623,196.9804612319502,96.2025831755502,45.10498024758195,0.7323298454284668,-1,-1,-1,765,219,0.0
86,12,5,297.494715380148,126.45930581675606,42.11109432604129,37.72485483196441,0.4333083033561706,-1,-1,-1,318,145,48.74063522103255
87,12,6,298.4736233824482,93.36582661253952,35.537927075278674,27.62718656911564,0.5147674679756165,-1,-1,-1,316,107,61.27569139290004
88,12,7,1084.781493387589,119.25628440025916,72.98904887048012,32.92491186453558,0.444372683763504,-1,-1,-1,1121,135,310.5156630677086
89,12,10,460.8425801040064,117.03257852706294,39.07216137832852,28.478169581622225,0.4350804090499878,-1,-1,-1,480,131,0.0
90,12,9,1102.7804358645958,240.3002978842425,74.01756796637939,44.7933588777751,0.435740053653717,-1,-1,-1,1139,262,0.0
91,13,1,278.0078416476469,353.61317068059265,87.20430554238455,87.2202051834983,0.7692148089408875,-1,-1,-1,321,397,18.96206344404043
92,13,2,272.8711420666238,239.82501445963408,65.24537816994265,56.3468377462051,0.63153475522995,-1,-1,-1,305,267,21.36314666164959
93,13,3,719.1507265295338,197.7811448778188,93.27722413967462,43.60093486299373,0.7213411331176758,-1,-1,-1,765,219,0.0
94,13,5,298.6602561426868,126.89360983652072,40.742384724150746,36.58662847688567,0.4101191461086273,-1,-1,-1,319,145,49.635038588164136
95,13,7,1083.929613583338,118.555367155266,74.30630762103712,33.67724147186514,0.4705812036991119,-1,-1,-1,1121,135,394.1337706000605
96,13,9,1098.9603899865913,237.09029656910644,75.68379231027313,45.72949354652825,0.4076918363571167,-1,-1,-1,1136,259,0.0
97,14,1,277.7142843886305,355.6769352080254,88.01614146884022,88.03450834198021,0.7886247038841248,-1,-1,-1,321,399,19.006514818640238
98,14,2,272.7883967836726,240.39083548827008,65.17307124502048,56.46812802997001,0.6514241099357605,-1,-1,-1,305,268,21.33462048752931
99,14,3,719.4763280433269,197.96858634211836,92.660768495382,43.20369295411772,0.7388647198677063,-1,-1,-1,765,219,0.0
100,14,7,1083.8992242798463,118.47511842487135,74.16687568043032,33.77997905194728,0.4590334296226501,-1,-1,-1,1120,135,447.45014870788066
101,15,1,279.1888650474028,357.38116060841594,88.44140386178941,88.15641704559657,0.7855609655380249,-1,-1,-1,323,401,19.58188976390626
102,15,2,272.67950112144354,240.67319044574907,65.27142934814464,56.62668408927116,0.6310528516769409,-1,-1,-1,305,268,21.314652165645114
103,15,3,719.2710933225588,197.95649649652,92.88309466918082,43.18665787924122,0.7566201090812683,-1,-1,-1,765,219,0.0
104,15,7,1083.711361430046,117.88697491207884,74.87236286466485,34.33482628418828,0.430635541677475,-1,-1,-1,1121,135,313.21510409551644
105,16,1,279.379569833658,359.68126825568777,89.51404355555297,88.97654695528814,0.8113895654678345,-1,-1,-1,324,404,18.91475857132091
106,16,2,273.3969090544646,243.15972912081023,64.13566462404935,55.634882356440045,0.6098833680152893,-1,-1,-1,305,270,21.06130529530885
107,16,3,718.5907363437946,197.591199001579,94.0943396161298,43.70086000699872,0.7486844658851624,-1,-1,-1,765,219,0.0
108,16,7,1083.1189147151922,117.18276790843684,76.06759740325283,35.12133198695838,0.4197330176830292,-1,-1,-1,1121,134,223.2498671555551
109,16,5,298.8835525080046,129.88427734310952,41.30769251458788,37.021679329142025,0.4101191461086273,-1,-1,-1,319,148,45.24476657184992
110,17,1,279.8686115878979,361.3249536197425,89.1748124014915,88.43468840046245,0.8094053268432617,-1,-1,-1,324,405,18.42049636920523
111,17,2,273.5175455797772,244.27695492120623,63.89137947660839,55.37519297741756,0.6337257623672485,-1,-1,-1,305,271,20.834493248255427
112,17,3,718.2459182393136,197.42975907576687,94.71258081834868,43.943770322483374,0.7507262229919434,-1,-1,-1,765,219,0.0
113,17,7,1082.9658818405244,116.87996015876732,76.42502668831986,35.53100722080726,0.4222520589828491,-1,-1,-1,1121,134,160.27420129758218
114,17,5,299.45554498073903,130.75556797846446,40.646594524649394,36.24672953119493,0.4254239499568939,-1,-1,-1,319,148,41.47724703111552
115,18,1,279.9994161392859,364.1317881848636,89.71894463417748,88.99387026582399,0.8083259463310242,-1,-1,-1,324,408,17.95257130985618
116,18,2,273.33931058848464,244.93915700408195,64.00093558182226,55.50206403188108,0.6285618543624878,-1,-1,-1,305,272,20.62685292746771
117,18,3,718.0568143842138,197.354198388316,95.0977466080445,44.08253677952669,0.7525122761726379,-1,-1,-1,765,219,0.0
118,18,7,1083.2686972823876,116.88267954409233,75.97180343447654,35.56181157372587,0.4056439399719238,-1,-1,-1,1121,134,116.19123519700113
119,18,5,299.51771847707187,130.9939823351814,40.83074199949951,36.32230513722978,0.461006760597229,-1,-1,-1,319,149,43.72728558796544
120,19,1,280.0479077277297,365.4013794016078,90.26567711551075,89.52447508059201,0.8171370625495911,-1,-1,-1,325,410,17.537276031099772
121,19,2,273.55459986100755,245.6741395099861,63.795025868019565,55.1273441645649,0.6335589289665222,-1,-1,-1,305,273,20.43322057863361
122,19,3,717.9151348602081,197.31654097690816,95.35791375610845,44.16687685487258,0.7531799077987671,-1,-1,-1,765,219,0.0
123,19,5,299.46974116380056,131.20129073186257,41.00209938216211,36.44403085917982,0.4542226791381836,-1,-1,-1,319,149,45.30231257776039
124,20,1,279.4420462655302,367.69100672566367,91.55965471905508,90.87071592328942,0.8094871640205383,-1,-1,-1,325,413,17.170887239745888
125,20,2,273.738932567621,245.9900004625133,63.62267854521248,54.77116212738814,0.6276339888572693,-1,-1,-1,305,273,22.6824198701313
126,20,3,717.7351756667347,197.25196064514392,95.71498419517329,44.309012269814176,0.753262996673584,-1,-1,-1,765,219,0.0
127,20,5,299.57855029191523,131.55541001012617,40.672233996962106,36.088620675570375,0.4737641215324402,-1,-1,-1,319,149,51.37209902401092
128,20,7,1083.5080901111662,117.10227024298511,75.26904027222291,35.40463233689132,0.4056439399719238,-1,-1,-1,1121,134,85.45813687311608
129,21,1,279.9094917580106,369.115376646545,91.32797136054084,90.7214617246118,0.8148347735404968,-1,-1,-1,325,414,16.85410822422237
130,21,2,273.34868050354453,247.59416243703504,65.35198104338464,56.1980898326758,0.6137502193450928,-1,-1,-1,306,275,24.133298898893365
131,21,3,717.9245964363809,197.2628384414628,95.51910425893894,44.2031735746659,0.7431765794754028,-1,-1,-1,765,219,0.0
132,21,5,299.2985973058297,131.6480736646723,41.36807878140584,36.81273135295351,0.4972623586654663,-1,-1,-1,319,150,55.30316798024731
133,22,1,279.8626675800887,370.1923806677853,91.98706570299024,91.41198993579955,0.8069826364517212,-1,-1,-1,325,415,17.570155912091163
134,22,2,273.1285837811096,248.4731860432448,66.06879898814555,56.770235901423405,0.6756607294082642,-1,-1,-1,306,276,25.083850764982586
135,22,3,717.7295571062103,197.142502395787,95.84110287511848,44.34720770656868,0.7437854409217834,-1,-1,-1,765,219,0.0
136,22,5,299.4028551122798,131.93705159218047,41.37076170178741,36.88741587266848,0.4771154224872589,-1,-1,-1,320,150,63.56293487169155
137,22,7,1084.2847471171035,117.76550603391615,73.58206197353546,34.72446519095221,0.4056439399719238,-1,-1,-1,1121,135,88.33243878741744
138,23,1,279.8126341582022,372.5305509538788,92.89980345384366,92.28062683107808,0.8124974370002747,-1,-1,-1,326,418,17.549976961971858
139,23,2,272.8284759042901,248.83999210316657,67.26657295452246,57.94723152894274,0.6935244798660278,-1,-1,-1,306,277,24.532810706284025
140,23,3,717.7607123328507,197.16181649383265,95.757674559833,44.290220504606985,0.7448031902313232,-1,-1,-1,765,219,0.0
141,23,5,298.65063390142507,132.87438921327674,43.11584864061962,38.54210103560364,0.4900730550289154,-1,-1,-1,320,152,59.161695598920986
142,24,1,281.2277787349745,373.6968603174655,93.77903626712246,93.2181231124952,0.7992972135543823,-1,-1,-1,328,420,17.054136404589592
143,24,2,272.74909460862733,249.30107200404976,67.43927483961593,58.22488995322824,0.6559796929359436,-1,-1,-1,306,278,25.23567402864184
144,24,3,717.6717446584537,197.1643948631577,95.96442100344764,44.37185406093808,0.7480098009109497,-1,-1,-1,765,219,0.0
145,24,5,298.565010682743,133.3184291950535,43.54256395279308,38.95725617488272,0.4609532058238983,-1,-1,-1,320,152,65.47676624861049
146,25,1,280.9730317823203,375.796562702393,95.56823091834228,95.22686258484828,0.7969710230827332,-1,-1,-1,328,423,16.169023156924847
147,25,2,272.7253903336192,250.9522134538257,68.42275901095678,59.741623569224885,0.6288473606109619,-1,-1,-1,306,280,24.477193709238758
148,25,3,718.2602097240053,197.48638364335196,94.93059473633772,43.79726789408419,0.7047873139381409,-1,-1,-1,765,219,0.0
149,25,5,298.6999736077595,134.62454985176203,43.36065784174742,38.68985161859957,0.5756380558013916,-1,-1,-1,320,153,64.31051942241707
150,26,1,281.3286525819867,377.2846121085683,95.38265499359532,95.13709229991788,0.7624559998512268,-1,-1,-1,329,424,16.03272095064932
151,26,2,272.85372471103017,251.96957026090797,68.68008455073921,60.681954629422805,0.5964309573173523,-1,-1,-1,307,282,22.612845284787493
152,26,3,718.1030247380806,197.4830124458948,95.11770762780976,43.80202012730125,0.7231987714767456,-1,-1,-1,765,219,0.0
153,26,5,299.1945351447667,135.5453285235558,42.83205127576105,38.09968087517279,0.5422531962394714,-1,-1,-1,320,154,63.2045485643396
154,27,1,280.3438315492914,378.5008685454039,97.9160575758157,98.2305452456119,0.7771830558776855,-1,-1,-1,329,427,15.796955064517924
155,27,2,273.0313879071371,252.6412561882691,68.33882716168242,60.85888901758699,0.5963980555534363,-1,-1,-1,307,283,22.37543311902902
156,27,3,717.9056599345848,197.4884085435913,95.39474280642445,43.8576708040075,0.7225086688995361,-1,-1,-1,765,219,0.0
157,27,5,299.45221688677947,136.09126985869884,42.67941849885289,37.820378025364825,0.4913662075996399,-1,-1,-1,320,155,57.620406560907256
158,28,1,280.43289763661704,379.7062077518042,98.44247760086871,99.0967699726205,0.827939510345459,-1,-1,-1,329,429,15.103186218512068
159,28,2,273.4374181264457,253.17715184938936,67.58368547287658,60.48754008441824,0.5524218678474426,-1,-1,-1,307,283,23.19777182578059
160,28,3,717.7522771635082,197.46835402924404,95.65424873928788,43.91530770837561,0.7219276428222656,-1,-1,-1,765,219,0.0
161,28,5,299.86400800510444,136.54285402251756,42.09701652409321,37.12697357159608,0.4491442143917084,-1,-1,-1,320,155,57.05524601424486
162,29,1,281.60644801701767,381.1051237090627,96.9092075168149,97.83150953530846,0.7905826568603516,-1,-1,-1,330,430,14.630848032824842
163,29,2,273.4915579993184,254.9413939315766,67.58623674070535,60.759118890228685,0.5878152251243591,-1,-1,-1,307,285,22.575231237103058
164,29,3,717.5927370556817,197.47531587049397,95.88037347007196,43.96787724133567,0.7321938276290894,-1,-1,-1,765,219,0.0
165,29,5,299.4828894286508,138.1335221830846,43.022681641344406,37.87868013520122,0.4269915521144867,-1,-1,-1,320,157,47.29525559577655
166,30,1,280.63571960794485,382.4963423383039,98.8730788512225,100.45221669493137,0.8132218718528748,-1,-1,-1,330,432,13.36165912138855
167,30,2,274.2093795721983,256.5363295279985,66.27755711421368,59.7992950400708,0.6267290711402893,-1,-1,-1,307,286,22.091813572447002
168,30,3,717.4112371406771,197.47211542734965,96.2125516929352,44.07511368783011,0.7417590618133545,-1,-1,-1,765,219,0.0
169,30,5,299.36276657982614,138.7186371798935,43.39027355606943,38.132922177072295,0.4347002506256103,-1,-1,-1,321,157,40.47903768767847
170,31,1,280.8791813242749,383.79242518107753,99.31592724693007,101.21423489644398,0.7896741032600403,-1,-1,-1,330,434,11.52306944604539
171,31,2,275.9634431731689,257.4596751240241,66.34411681265148,59.90688977525576,0.6752062439918518,-1,-1,-1,309,287,20.86097511355084
172,31,3,717.4704107129007,197.47565950935177,96.25982521166658,44.07583110328384,0.7284799218177795,-1,-1,-1,765,219,0.0
173,31,5,299.2687987229661,138.94033776886653,43.98975514840642,38.71431512757851,0.4660853445529938,-1,-1,-1,321,158,39.995935975683054
174,32,1,281.982168661972,385.4761796729921,101.45220891668114,103.56199026379302,0.8330137133598328,-1,-1,-1,332,437,10.258173928728718
175,32,2,276.50594555491773,259.49027556041835,66.78762021837784,60.442196028852834,0.6485131978988647,-1,-1,-1,309,289,19.91833377865741
176,32,3,717.4555620800419,197.5002377127421,96.24746049535736,44.04966702777726,0.7342655658721924,-1,-1,-1,765,219,0.0
177,32,5,298.8739213299974,138.7276154596358,45.21769874242758,39.98026912670362,0.4751173853874206,-1,-1,-1,321,158,35.2592663837429
178,32,11,617.4814890957762,60.25979385375977,40.3593606756352,27.878197479248048,0.404120534658432,-1,-1,-1,637,74,0.0
179,33,1,282.6198761371278,386.8879489492699,101.88636041164284,103.98712932534768,0.8413386344909668,-1,-1,-1,333,438,10.719240275701502
180,33,2,276.46339163324126,260.0796475853024,67.56451454038137,61.30553268068144,0.6744598746299744,-1,-1,-1,310,290,19.223847082929037
181,33,3,717.4495637177338,197.51490612516568,96.24833581163703,44.0287664406102,0.7347896695137024,-1,-1,-1,765,219,0.0
182,33,5,300.62810681688586,139.31507762515204,44.89852653395206,39.82492298010379,0.4726473689079284,-1,-1,-1,323,159,32.99051779504934
183,34,1,282.8706160742084,387.410680638767,101.99108930697248,104.0813225371842,0.8417889475822449,-1,-1,-1,333,439,10.991797446980854
184,34,2,276.4746057774034,260.251905193812,67.79712395509458,61.67071819526407,0.6735113263130188,-1,-1,-1,310,291,18.698250138723644
185,34,3,717.4056278666819,197.5056277056604,96.33285877445304,44.05037735448107,0.7360061407089233,-1,-1,-1,765,219,0.0
186,34,5,301.3075667238346,139.49711559961702,44.775012615387936,39.84754791500444,0.4826530814170837,-1,-1,-1,323,159,35.75395362349069
187,34,11,617.6609432353749,60.33487105038175,40.21957665641891,27.77652710552132,0.404120534658432,-1,-1,-1,637,74,0.0
188,35,1,284.4475965527107,388.71644994030027,99.01484096727992,100.92352255553168,0.7841953039169312,-1,-1,-1,333,439,12.910526587016474
189,35,2,276.81855343106275,261.3027724577749,67.61719078008232,61.48913825716702,0.6753830909729004,-1,-1,-1,310,292,17.24389272417405
190,35,3,717.4920732002628,197.53755045270336,96.21387252198586,43.94966452722063,0.7332580089569092,-1,-1,-1,765,219,0.0
191,35,5,302.2392897030466,140.26356954827853,43.75676169155649,38.916502210997045,0.4815933108329773,-1,-1,-1,324,159,42.01283167683343
192,35,11,617.8869979000818,60.41838364859736,39.829293745128176,27.50227752080746,0.4254285097122192,-1,-1,-1,637,74,0.0
193,35,6,301.9410592699219,101.3430550809893,35.93475783607329,28.09418483022911,0.5147674679756165,-1,-1,-1,319,115,51.59520135396242
194,36,1,286.2347412956129,390.6789771107973,95.99375664234346,97.473987655659,0.7936812043190002,-1,-1,-1,334,439,14.717301039382725
195,36,2,277.42218555129034,261.9918456503149,66.79234046509052,60.545842211783366,0.6554427742958069,-1,-1,-1,310,292,19.34539811004134
196,36,3,717.2868685079773,197.48098533868213,96.5239492677901,44.0531865775229,0.7387537956237793,-1,-1,-1,765,219,0.0
197,36,5,301.9748913837611,141.65320931102318,44.843184825326816,39.96165043982217,0.4768445789813995,-1,-1,-1,324,161,38.050529393797426
198,36,11,617.8633048191712,60.4293819083926,39.84478264565647,27.510982207544973,0.413040429353714,-1,-1,-1,637,74,0.0
199,36,6,302.52561457410326,101.7799266273833,34.913128098102284,27.257856037418357,0.4302612841129303,-1,-1,-1,319,115,54.72143529532424
200,37,1,286.4320559064857,393.4013863568222,96.30683585042448,97.36953855154692,0.8042750954627991,-1,-1,-1,334,442,15.056497882323697
201,37,2,276.0917644994907,263.03670814948026,69.79413569533405,63.25773698884679,0.6500518918037415,-1,-1,-1,310,294,19.692187480033333
202,37,3,718.4162074640698,197.9966162670816,94.77039740416151,43.1128418684188,0.7199789881706238,-1,-1,-1,765,219,0.0
203,37,5,302.48246915428945,141.12717943973314,43.526608614353634,38.68475731386992,0.4527984857559204,-1,-1,-1,324,160,39.13259356422578
204,37,6,302.21471279628275,101.7734807152978,36.23287569273059,28.46726779794287,0.4784313142299652,-1,-1,-1,320,116,48.213925991351985
205,38,1,285.67457275612327,396.1530089294756,98.45702084166813,99.71870045190065,0.7718955874443054,-1,-1,-1,334,446,14.306793577576112
206,38,2,276.7736189820372,264.8412351505703,68.54515623535286,61.84528342297967,0.6821047067642212,-1,-1,-1,311,295,20.003397792544586
207,38,3,718.9466542231075,198.23837746235472,93.90229680107268,42.56882623186739,0.7040975093841553,-1,-1,-1,765,219,0.0
